,species_name,coded_property_name,collapsed_data_minimum,collapsed_data_maximum,property_constraint,collapsed_data_value
1683,Carex_teres,inflorescence_size,5cm,6cm,,
1684,Carex_teres,leaf_width,4mm,6mm,,
1685,Carex_teres,plant_height,40cm,90cm,,tall
1686,Carex_thibetica,inflorescence_size,3cm;4cm;2cm,6cm;7cm;3cm,,
1687,Carex_thibetica,leaf_width,5mm;6mm;6mm,17mm;12mm;17mm,leaf,5
1688,Carex_thibetica,plant_height,35cm,50cm,,tall
1689,Carex_thomsonii,inflorescence_length,5cm;5mm,9.5cm;7mm,,
1690,Carex_thomsonii,inflorescence_width,3mm,4mm,,
1691,Carex_thomsonii,leaf_width,2.5mm,3mm,,
1692,Carex_thomsonii,plant_height,15cm,30cm,,tall
1693,Carex_thunbergii,inflorescence_length,25mm,40mm,,
1694,Carex_thunbergii,inflorescence_width,3mm,4mm,,
1695,Carex_thunbergii,plant_height,40cm,100cm,,tall
1696,Carex_tianmushanica,inflorescence_length,30mm;25mm,60mm;50mm,,
1697,Carex_tianmushanica,inflorescence_width,3mm;3mm,5.5mm;5mm,,
1698,Carex_tianmushanica,leaf_width,4mm,7mm,,
1699,Carex_tianmushanica,plant_height,30cm,50cm,,tall;shorter;slender
1700,Carex_transversa,inflorescence_size,1cm;2cm,1.5cm;3cm,,
1701,Carex_transversa,leaf_width,3mm,5mm,,
1702,Carex_transversa,plant_height,30cm,60cm,,tall;longer
1703,Carex_tricephala,inflorescence_length,5mm,8mm,,
1704,Carex_tricephala,inflorescence_width,4mm,7mm,,
1705,Carex_tricephala,leaf_width,4mm,8mm,,
1706,Carex_tricephala,plant_height,18cm,40cm,,slender
1707,Carex_tristachya,inflorescence_length,10mm;10mm,40mm;30mm,,
1708,Carex_tristachya,inflorescence_width,1mm;2mm,1.5mm;3mm,,
1709,Carex_tristachya,leaf_width,4mm;2mm,5mm;4mm,,
1710,Carex_tristachya,nutlet_size,2mm,2.5mm,,
1711,Carex_tristachya,plant_height,20cm,45cm,,tall;slender
1712,Carex_truncatigluma,inflorescence_length,20mm,50mm,,
1713,Carex_truncatigluma,inflorescence_size,1cm,1.5cm,terminal,1
1714,Carex_truncatigluma,inflorescence_width,2.5mm,3mm,terminal,thick
1715,Carex_truncatigluma,nutlet_size,2.5mm,3mm,,
1716,Carex_truncatigluma,plant_height,10cm,30cm,,longer
1717,Carex_truncatigluma,plant_height,10cm,30cm,flowering,tall;slender
1718,Carex_tsaiana,inflorescence_size,1cm;2mm,1.5cm;3mm,,
1719,Carex_tsaiana,leaf_width,1mm,1.5mm,,
1720,Carex_tsaiana,plant_height,13cm,16cm,,tall;1
1721,Carex_tsiangii,inflorescence_size,10mm,15mm,,
1722,Carex_tsiangii,leaf_width,5mm,7mm,,
1723,Carex_tsiangii,nutlet_size,1.5mm,2mm,,
1724,Carex_tsiangii,plant_height,40cm,60cm,,
1725,Carex_tsoi,inflorescence_size,2mm,5mm,,3.5
1726,Carex_tsoi,leaf_width,1mm,5.5mm,,
1727,Carex_tsoi,plant_height,3cm,15cm,,tall
1728,Carex_tuminensis,inflorescence_size,1.5cm,5.5cm,,
1729,Carex_tuminensis,leaf_width,6mm,10mm,,
1730,Carex_tuminensis,plant_height,60cm,100cm,,tall
1731,Carex_tungfangensis,inflorescence_length,4cm,10cm,,
1732,Carex_tungfangensis,inflorescence_size,3cm,3.5cm,lateral,4
1733,Carex_tungfangensis,leaf_width,6mm,7mm,,
1734,Carex_tungfangensis,plant_height,0cm,80cm,,tall;slender
1735,Carex_turkestanica,inflorescence_size,1cm;1cm,2.5cm;1.5cm,,
1736,Carex_turkestanica,leaf_width,1mm,3mm,,
1737,Carex_turkestanica,plant_height,10cm,30cm,,tall
1738,Carex_uda,inflorescence_length,6mm,12mm,,short;longer than male part
1739,Carex_uda,leaf_width,2mm,3mm,,
1740,Carex_ulobasis,inflorescence_size,0.8cm;0.8cm,1.5cm;1.2cm,,
1741,Carex_ulobasis,leaf_width,1mm,2.5mm,,
1742,Carex_ulobasis,plant_height,15cm,25cm,,tall
1743,Carex_unisexualis,inflorescence_length,2.5cm,8cm,male,6
1744,Carex_unisexualis,inflorescence_width,0.7cm;5mm;5mm;2mm,1cm;6mm;8mm;3mm,female,4
1745,Carex_unisexualis,inflorescence_width,0.7cm;5mm;5mm;2mm,1cm;6mm;8mm;3mm,male,narrow
1746,Carex_unisexualis,leaf_width,1mm,2.5mm,,
1747,Carex_unisexualis,plant_height,10cm;15cm,15cm;50cm,,tall
1748,Carex_urelytra,inflorescence_size,2cm,5cm,,
1749,Carex_urelytra,inflorescence_width,1mm;3mm,2mm;4mm,,
1750,Carex_urelytra,leaf_width,3mm,5mm,,
1751,Carex_urelytra,plant_height,20cm,60cm,,tall
1752,Carex_ussuriensis,inflorescence_size,1cm;0.5cm,2cm;1cm,,
1753,Carex_ussuriensis,plant_height,20cm,40cm,,tall
1754,Carex_vaginata,inflorescence_size,1cm;1cm,1.5cm;2.5cm,,
1755,Carex_vaginata,leaf_width,3mm;3mm,5mm;5mm,,wide;wider
1756,Carex_vaginata,leaf_width,3mm;3mm,5mm;5mm,leaf,wider
1757,Carex_vaginata,plant_height,20cm,50cm,,tall;slender
1758,Carex_vanheurckii,inflorescence_size,0.7cm;4mm,1.5cm;7mm,,
1759,Carex_vanheurckii,leaf_width,1mm,2mm,,
1760,Carex_vanheurckii,plant_height,10cm,30cm,,tall;slender
1761,Carex_vesicaria,inflorescence_length,3cm,7cm,,
1762,Carex_vesicaria,inflorescence_size,2mm,3.5mm,,
1763,Carex_vesicaria,inflorescence_width,1cm,1.5cm,,
1764,Carex_vesicaria,leaf_width,2mm,5mm,,
1765,Carex_vesicaria,nutlet_size,1.7mm,2mm,,
1766,Carex_vesicaria,plant_height,30cm,100cm,,tall
1767,Carex_vesicata,inflorescence_length,2cm,4cm,,
1768,Carex_vesicata,inflorescence_size,2cm,4cm,,
1769,Carex_vesicata,leaf_width,3mm,4mm,,
1770,Carex_vesicata,plant_height,30cm,70cm,,tall
1771,Carex_viridimarginata,inflorescence_size,1.3cm;8mm,1.5cm;12mm,,
1772,Carex_viridimarginata,plant_height,15cm,20cm,,tall;slender
1773,Carex_vulpina,inflorescence_length,3cm,4.5cm,,
1774,Carex_vulpina,inflorescence_size,7mm,10mm,,
1775,Carex_vulpina,inflorescence_width,1.5cm,2cm,,
1776,Carex_vulpina,leaf_width,5mm,7mm,,
1777,Carex_vulpina,plant_height,40cm,70cm,,tall
1778,Carex_wahuensis,inflorescence_length,3mm;2mm,7mm;6mm,,
1779,Carex_wahuensis,inflorescence_width,3mm;0.6mm,6mm;0.8mm,,
1780,Carex_wahuensis,leaf_width,3mm,12mm,,
1781,Carex_wahuensis,plant_height,20cm;1mm,100cm;2mm,,tall
1782,Carex_wawuensis,inflorescence_length,20mm;70mm,60mm;85mm,,
1783,Carex_wawuensis,inflorescence_width,1.5mm,2mm,remaining,3
1784,Carex_wawuensis,leaf_width,5mm,6mm,,
1785,Carex_wawuensis,plant_height,0cm,50cm,,tall;2
1786,Carex_wenshanensis,inflorescence_length,2cm,5cm,,longer than male part
1787,Carex_wenshanensis,leaf_width,4mm,5mm,,
1788,Carex_wenshanensis,plant_height,50cm,60cm,,tall
1789,Carex_wui,inflorescence_size,5cm;2.5cm,7cm;5cm,,
1790,Carex_wui,leaf_width,4mm,8mm,,
1791,Carex_wui,plant_height,50cm,100cm,,tall
1792,Carex_wushanensis,inflorescence_size,2cm;1.5cm,3cm;1.8cm,,
1793,Carex_wushanensis,leaf_width,1.5mm,3mm,,
1794,Carex_wushanensis,plant_height,28cm,40cm,,tall;slender
1795,Carex_wutuensis,inflorescence_size,3.5cm,4.5cm,,
1796,Carex_wutuensis,leaf_width,1.5mm,2mm,,
1797,Carex_wutuensis,plant_height,30cm,40cm,,tall;slender
1798,Carex_wuyishanensis,inflorescence_size,2cm,5cm,,
1799,Carex_wuyishanensis,leaf_width,5mm,7mm,,
1800,Carex_wuyishanensis,plant_height,50cm,65cm,flowering,tall
1801,Carex_xiangxiensis,inflorescence_size,4cm;4cm,6cm;9cm,,
1802,Carex_xiangxiensis,leaf_width,0mm,17mm,,
1803,Carex_xiangxiensis,plant_height,40cm,90cm,,tall
1804,Carex_xiphium,inflorescence_size,1.5cm;1cm,2cm;2cm,,
1805,Carex_xiphium,leaf_width,6mm,8mm,,
1806,Carex_xiphium,plant_height,30cm,45cm,,tall
1807,Carex_yajiangensis,inflorescence_size,10mm;1cm,12mm;2cm,,
1808,Carex_yajiangensis,leaf_width,1mm,2mm,,
1809,Carex_yajiangensis,plant_height,40cm,50cm,,tall
1810,Carex_yamatsutana,inflorescence_length,1cm,2cm,,
1811,Carex_yamatsutana,leaf_width,2mm,3mm,,
1812,Carex_yangshuoensis,inflorescence_length,3cm,4.5cm,lateral,1/3
1813,Carex_yangshuoensis,inflorescence_size,2.5cm,4.3cm,,
1814,Carex_yangshuoensis,inflorescence_width,0.3cm,0.4cm,,
1815,Carex_yangshuoensis,leaf_width,7mm,10mm,,
1816,Carex_yangshuoensis,nutlet_size,2.5mm,3mm,,constricted
1817,Carex_yangshuoensis,plant_height,20cm,40cm,,tall
1818,Carex_ypsilandrifolia,inflorescence_size,7mm,10mm,,
1819,Carex_ypsilandrifolia,leaf_width,1.5cm,3cm,,
1820,Carex_ypsilandrifolia,plant_height,15cm,20cm,,
1821,Carex_yuexiensis,inflorescence_size,1cm;3.5mm,1.5cm;4mm,terminal,1
1822,Carex_yuexiensis,leaf_width,0.5mm,1.5mm,,
1823,Carex_yuexiensis,plant_height,20cm,35cm,,tall
1824,Carex_yulungshanensis,inflorescence_length,30mm,40mm,,longer than female part
1825,Carex_yulungshanensis,inflorescence_width,3mm,4mm,,
1826,Carex_yulungshanensis,leaf_width,1mm,2mm,,
1827,Carex_yulungshanensis,nutlet_size,2.2mm,2.5mm,,
1828,Carex_yulungshanensis,plant_height,0cm,50cm,,
1829,Carex_yunlingensis,inflorescence_length,2cm,2.5cm,,
1830,Carex_yunlingensis,inflorescence_width,0.6cm,0.7cm,,
1831,Carex_yunlingensis,leaf_width,4mm,5mm,,
1832,Carex_yunlingensis,plant_height,30cm,40cm,,tall;slender
1833,Carex_yunnanensis,inflorescence_size,8mm;20mm;15mm,15mm;30mm;20mm,,
1834,Carex_yunnanensis,leaf_width,2mm,3mm,,
1835,Carex_yunnanensis,plant_height,50cm;20cm,85cm;50cm,,tall;slender
1836,Carex_yunyiana,inflorescence_length,2cm,2.5cm,,shorter than female part
1837,Carex_yunyiana,plant_height,20cm,40cm,,tall;slender
1838,Carex_zekogensis,inflorescence_size,1.5cm;2cm,2cm;3cm,,
1839,Carex_zekogensis,leaf_width,1mm,2mm,,
1840,Carex_zekogensis,plant_height,15cm;0.3mm,20cm;0.8mm,,tall;slender
1841,Carex_zhenkangensis,inflorescence_size,1cm;1.5cm,1.5cm;4.5cm,,
1842,Carex_zhenkangensis,leaf_width,7mm,10mm,,
1843,Carex_zhenkangensis,plant_height,65cm,70cm,,tall
1844,Carex_zhonghaiensis,inflorescence_length,20mm,40mm,,
1845,Carex_zhonghaiensis,inflorescence_width,4mm,5mm,,
1846,Carex_zhonghaiensis,leaf_width,2mm,3mm,,
1847,Carex_zhonghaiensis,plant_height,40cm;1.5mm,70cm;2mm,,tall
1848,Carex_zizaniifolia,inflorescence_size,5mm,6mm,,
1849,Carex_zizaniifolia,leaf_width,2cm,2.5cm,,
1850,Carex_zizaniifolia,plant_height,60cm,70cm,,
1851,Carex_zunyiensis,inflorescence_size,3.5cm;3cm,5cm;5cm,,
1852,Carex_zunyiensis,leaf_width,1cm;25cm,1.5cm;70cm,,
1853,Eriophorum_angustifolium,leaf_width,0cm;2mm;5mm;3mm,12cm;9mm;7mm;5mm,,
1854,Eriophorum_angustifolium,nutlet_length,2mm,3mm,,
1855,Eriophorum_angustifolium,plant_height,35cm,114cm,,tall
1856,Eriophorum_comosum,inflorescence_length,6cm,22cm,,
1857,Eriophorum_comosum,leaf_width,0.5mm,1mm,,
1858,Eriophorum_comosum,plant_height,14cm;1mm,78cm;2mm,,tall
1859,Eriophorum_gracile,leaf_width,1.5cm,2.5cm,basal,1
1860,Eriophorum_gracile,plant_height,25cm,50cm,,tall;slender
1861,Eriophorum_russeolum,plant_height,30cm,60cm,,tall;slender
1862,Eriophorum_scheuchzeri,plant_height,30cm;8cm,70cm;30cm,,tall
1863,Eriophorum_transiens,inflorescence_length,3cm,4cm,,
1864,Eriophorum_transiens,leaf_width,3mm,4mm,,
1865,Eriophorum_transiens,plant_height,20cm,25cm,,tall;1.6
1866,Eriophorum_vaginatum,inflorescence_length,1cm,3cm,,
1867,Eriophorum_vaginatum,leaf_width,3cm,6cm,leaf,1
1868,Eriophorum_vaginatum,nutlet_length,2mm,2.2mm,,
1869,Eriophorum_vaginatum,plant_height,15cm,80cm,,tall
1870,Kobresia_burangensis,inflorescence_length,1.8cm,2cm,,
1871,Kobresia_burangensis,inflorescence_width,0.2cm,0.3cm,,
1872,Kobresia_burangensis,leaf_width,0.5mm,0.8mm,,
1873,Kobresia_burangensis,plant_height,8cm;1mm,12cm;1.2mm,,tall
1874,Kobresia_capillifolia,nutlet_length,2.5mm,3.5mm,,
1875,Kobresia_capillifolia,nutlet_width,0.8mm,1.6mm,,
1876,Kobresia_capillifolia,plant_height,5cm;10cm;0.6mm,10cm;45cm;1mm,,tall;slender
1877,Kobresia_cercostachys,inflorescence_length,1.7cm,7cm,,
1878,Kobresia_cercostachys,inflorescence_width,0.3cm,0.7cm,,
1879,Kobresia_cercostachys,leaf_width,1mm,2mm,,
1880,Kobresia_cercostachys,nutlet_length,2.7mm,4mm,,
1881,Kobresia_cercostachys,nutlet_width,0.6mm,1.2mm,,
1882,Kobresia_cercostachys,plant_height,5cm;0.7mm,35cm;1.5mm,,tall
1883,Kobresia_condensata,inflorescence_length,2cm,4cm,,
1884,Kobresia_condensata,inflorescence_width,0.6cm,1cm,,
1885,Kobresia_condensata,leaf_width,0.5mm,1mm,,
1886,Kobresia_condensata,nutlet_length,3mm,3.5mm,,
1887,Kobresia_condensata,nutlet_width,1.1mm,1.7mm,,
1888,Kobresia_condensata,plant_height,14cm;1mm,44cm;1.8mm,,slender
1889,Kobresia_cuneata,inflorescence_length,2cm,6cm,,
1890,Kobresia_cuneata,inflorescence_width,0.5cm,1.2cm,,
1891,Kobresia_cuneata,leaf_width,3mm;1mm,5mm;3mm,,
1892,Kobresia_cuneata,nutlet_length,3mm,4.5mm,,
1893,Kobresia_cuneata,nutlet_width,2mm,3mm,,
1894,Kobresia_cuneata,plant_height,10cm;15cm;1.5mm,15cm;45cm;2.5mm,,tall
1895,Kobresia_curticeps,inflorescence_length,6.5cm,9.5cm,,
1896,Kobresia_curticeps,inflorescence_width,0.8cm,2.3cm,,narrow
1897,Kobresia_curticeps,leaf_width,3.7mm;5mm,5mm;7.5mm,,
1898,Kobresia_curticeps,nutlet_length,5.5mm,6.5mm,,
1899,Kobresia_curticeps,nutlet_width,1.3mm,1.7mm,,
1900,Kobresia_curticeps,plant_height,22cm;1.1mm,95cm;2.2mm,,tall
1901,Kobresia_duthiei,inflorescence_length,1cm,5cm,,
1902,Kobresia_duthiei,inflorescence_width,0.2cm,0.4cm,,
1903,Kobresia_duthiei,leaf_width,1.4mm,2.3mm,,
1904,Kobresia_duthiei,nutlet_length,1.9mm,2.8mm,,
1905,Kobresia_duthiei,nutlet_width,0.6mm,0.9mm,,
1906,Kobresia_duthiei,plant_height,0.5cm;20cm;4cm;0.6mm,4cm;40cm;20cm;1.2mm,,tall
1907,Kobresia_esenbeckii,inflorescence_length,3.5cm;1.7cm,5cm;6.5cm,,
1908,Kobresia_esenbeckii,inflorescence_width,0.15cm,0.4cm,male,0.4
1909,Kobresia_esenbeckii,leaf_width,1.5mm,5mm,,
1910,Kobresia_esenbeckii,nutlet_length,2.5mm,3.7mm,,
1911,Kobresia_esenbeckii,nutlet_width,0.7mm,1mm,,
1912,Kobresia_esenbeckii,plant_height,3cm;0.5mm,32cm;1mm,,tall;slender
1913,Kobresia_falcata,inflorescence_length,1.5cm,2cm,,
1914,Kobresia_falcata,inflorescence_width,0.3cm,0.4cm,,
1915,Kobresia_falcata,leaf_width,2mm,3.7mm,,
1916,Kobresia_falcata,nutlet_size,4.8mm,5.2mm,,
1917,Kobresia_falcata,plant_height,12cm,15cm,,tall;slender;1
1918,Kobresia_filicina,inflorescence_length,1cm,4cm,,
1919,Kobresia_filicina,inflorescence_width,0.1cm,0.3cm,,
1920,Kobresia_filicina,leaf_width,2mm;0.6mm,3mm;2mm,,
1921,Kobresia_filicina,nutlet_length,1.9mm,2.4mm,,
1922,Kobresia_filicina,plant_height,8cm;0.4mm,35cm;0.8mm,,tall;slender
1923,Kobresia_filifolia,inflorescence_length,1cm,3cm,,
1924,Kobresia_filifolia,inflorescence_width,0.3cm,0.7cm,,
1925,Kobresia_filifolia,nutlet_length,2.1mm,3.5mm,,
1926,Kobresia_filifolia,nutlet_width,1mm,1.2mm,,
1927,Kobresia_filifolia,plant_height,15cm;0.6mm,50cm;1mm,,slender
1928,Kobresia_fissiglumis,inflorescence_length,2.2cm,4cm,male,1.5
1929,Kobresia_fissiglumis,inflorescence_width,0.2cm,0.3cm,male,0.3
1930,Kobresia_fissiglumis,leaf_width,1.5mm,2mm,,
1931,Kobresia_fissiglumis,nutlet_length,2mm,3.5mm,,
1932,Kobresia_fissiglumis,plant_height,3cm,14cm,,tall;slender;0.5
1933,Kobresia_fragilis,inflorescence_length,1cm,8cm,,
1934,Kobresia_fragilis,inflorescence_width,0.2cm,0.7cm,,
1935,Kobresia_fragilis,leaf_width,1mm,2mm,,
1936,Kobresia_fragilis,nutlet_length,1.5mm,2.5mm,,
1937,Kobresia_fragilis,nutlet_width,0.5mm,1mm,,
1938,Kobresia_fragilis,plant_height,1.5cm;6cm;0.5mm,6cm;45cm;1.1mm,,tall;slender
1939,Kobresia_gammiei,inflorescence_length,2.6cm,8cm,,
1940,Kobresia_gammiei,inflorescence_width,0.5cm,1.2cm,,
1941,Kobresia_gammiei,leaf_width,4.5mm;1.5mm,5mm;4.5mm,,
1942,Kobresia_gammiei,nutlet_length,3.3mm,4mm,,
1943,Kobresia_gammiei,nutlet_width,1.5mm,2mm,,
1944,Kobresia_gammiei,plant_height,7cm;1mm,58cm;1.5mm,,tall;slender
1945,Kobresia_graminifolia,inflorescence_length,1.5cm;2.5cm,3cm;7.5cm,,
1946,Kobresia_graminifolia,inflorescence_width,0.3cm;0.3cm,0.6cm;0.6cm,,
1947,Kobresia_graminifolia,leaf_width,0.5mm,1.5mm,,
1948,Kobresia_graminifolia,nutlet_length,3.5mm,5.5mm,,
1949,Kobresia_graminifolia,nutlet_width,0.8mm,1.5mm,,
1950,Kobresia_graminifolia,plant_height,7cm;20cm;1mm,20cm;45cm;1.5mm,,tall
1951,Kobresia_hohxilensis,inflorescence_length,1.5cm,2cm,,
1952,Kobresia_hohxilensis,nutlet_length,2mm,3mm,,
1953,Kobresia_hohxilensis,nutlet_width,1.5mm,1.8mm,,
1954,Kobresia_hohxilensis,plant_height,3cm;0.6mm,20cm;1mm,,tall;slender
1955,Kobresia_humilis,inflorescence_length,0.8cm,1.7cm,,
1956,Kobresia_humilis,inflorescence_width,0.4cm,0.6cm,,
1957,Kobresia_humilis,nutlet_length,2.5mm,3mm,,
1958,Kobresia_humilis,nutlet_width,1mm,1.5mm,,
1959,Kobresia_humilis,plant_height,2cm;0.8mm,15cm;1.5mm,,tall
1960,Kobresia_inflata,inflorescence_length,2cm,2.5cm,,
1961,Kobresia_inflata,inflorescence_width,0.7cm,2cm,,
1962,Kobresia_inflata,leaf_width,2mm,3mm,,
1963,Kobresia_inflata,nutlet_length,2.5mm,4mm,,
1964,Kobresia_inflata,nutlet_width,1.8mm,2.5mm,,
1965,Kobresia_inflata,plant_height,0.6mm;4cm,1.4mm;12cm,,tall;slender;0.6
1966,Kobresia_kansuensis,inflorescence_length,3cm,6.5cm,,
1967,Kobresia_kansuensis,inflorescence_width,0.7cm,1.8cm,,
1968,Kobresia_kansuensis,leaf_width,4mm,9mm,,
1969,Kobresia_kansuensis,nutlet_length,2.8mm,4mm,,
1970,Kobresia_kansuensis,nutlet_width,0.8mm,1mm,,
1971,Kobresia_kansuensis,plant_height,14cm;4mm;20cm;2.2mm,20cm;6mm;70cm;4mm,,tall
1972,Kobresia_karakorumensis,inflorescence_length,0.5cm,1.2cm,,
1973,Kobresia_karakorumensis,inflorescence_width,0.2cm,0.4cm,,
1974,Kobresia_karakorumensis,leaf_width,1mm,2.5mm,,
1975,Kobresia_karakorumensis,plant_height,2cm;15cm;3cm;0.5mm,3cm;20cm;15cm;0.7mm,,dwarf;tall
1976,Kobresia_kuekenthaliana,inflorescence_length,2.6cm,4cm,,
1977,Kobresia_kuekenthaliana,inflorescence_width,0.6cm,0.8cm,,
1978,Kobresia_kuekenthaliana,leaf_width,1.5mm,2.5mm,,
1979,Kobresia_kuekenthaliana,plant_height,25cm,40cm,,slender;1
1980,Kobresia_laxa,inflorescence_length,3.5cm,8cm,,
1981,Kobresia_laxa,inflorescence_width,1cm,1.5cm,,
1982,Kobresia_laxa,leaf_width,1.4mm,4mm,,
1983,Kobresia_laxa,nutlet_length,2.5mm,3mm,,
1984,Kobresia_laxa,nutlet_width,0.4mm,0.6mm,,
1985,Kobresia_laxa,plant_height,4cm;13cm,13cm;35cm,,tall;slender;1
1986,Kobresia_littledalei,inflorescence_length,1.7cm;1.5cm,3cm;4cm,,
1987,Kobresia_littledalei,inflorescence_width,0.4cm;0.2cm,0.5cm;0.3cm,,
1988,Kobresia_littledalei,nutlet_length,2mm,2.7mm,,
1989,Kobresia_littledalei,plant_height,10cm;1mm,25cm;2mm,,tall
1990,Kobresia_loliacea,inflorescence_length,2.5cm,6cm,,
1991,Kobresia_loliacea,inflorescence_width,0.4cm,0.5cm,,
1992,Kobresia_loliacea,leaf_width,1.5mm,2mm,,
1993,Kobresia_loliacea,nutlet_length,2.8mm,3.8mm,,
1994,Kobresia_loliacea,nutlet_width,1mm,2mm,,
1995,Kobresia_loliacea,plant_height,15cm;1mm,45cm;1.5mm,,tall;slender
1996,Kobresia_macrantha,inflorescence_length,1cm,2cm,,
1997,Kobresia_macrantha,inflorescence_width,0.6cm,1cm,,
1998,Kobresia_macrantha,leaf_width,1mm,3mm,,
1999,Kobresia_macrantha,nutlet_length,1.4mm,2mm,,
2000,Kobresia_macrantha,nutlet_width,0.8mm,1mm,,
2001,Kobresia_macrantha,plant_height,3cm;1mm,17cm;1.5mm,,tall
2002,Kobresia_myosuroides,inflorescence_length,1cm;1cm;1cm,3cm;2.5cm;3cm,,
2003,Kobresia_myosuroides,inflorescence_width,0.2cm;0.2cm,0.3cm;0.3cm,,0.2
2004,Kobresia_myosuroides,leaf_width,0.25mm,0.7mm,,
2005,Kobresia_myosuroides,nutlet_length,2.5mm;1.8mm,3mm;3mm,,
2006,Kobresia_myosuroides,nutlet_size,1.8mm,2.3mm,,
2007,Kobresia_myosuroides,nutlet_width,0.8mm;0.8mm,1mm;1mm,,
2008,Kobresia_myosuroides,plant_height,30cm;3cm;0.5mm,40cm;30cm;1mm,,tall
2009,Kobresia_nepalensis,inflorescence_length,1.5cm,8cm,,
2010,Kobresia_nepalensis,inflorescence_width,0.2cm,0.5cm,,
2011,Kobresia_nepalensis,nutlet_length,3.5mm,6.5mm,,
2012,Kobresia_nepalensis,nutlet_width,0.7mm,1mm,,
2013,Kobresia_nepalensis,plant_height,2cm;10cm;0.7mm,10cm;44cm;1.5mm,,tall
2014,Kobresia_prainii,inflorescence_length,6mm;1cm,13mm;2cm,,
2015,Kobresia_prainii,inflorescence_width,2mm;0.2cm,5mm;0.3cm,,
2016,Kobresia_prainii,nutlet_length,1.8mm,2.4mm,,
2017,Kobresia_prainii,nutlet_width,0.7mm,1mm,,
2018,Kobresia_prainii,plant_height,10cm;3cm;0.5mm,25cm;10cm;1mm,,tall;slender
2019,Kobresia_pusilla,inflorescence_length,0.5cm,1.2cm,,
2020,Kobresia_pusilla,inflorescence_width,0.3cm,0.4cm,,
2021,Kobresia_pusilla,leaf_width,1.5mm;1mm,2mm;1.5mm,,
2022,Kobresia_pusilla,plant_height,2cm;0.7mm,15cm;1mm,,tall
2023,Kobresia_pygmaea,inflorescence_length,0.3cm,10cm,,
2024,Kobresia_pygmaea,inflorescence_width,0.1cm,0.3cm,,
2025,Kobresia_pygmaea,leaf_width,0.3mm,0.5mm,,
2026,Kobresia_pygmaea,nutlet_length,1.5mm,2mm,,
2027,Kobresia_pygmaea,plant_height,0.4cm;1cm,1cm;10cm,,tall;short;0.5
2028,Kobresia_robusta,leaf_width,1.7mm;0.7mm,2mm;1.7mm,,
2029,Kobresia_robusta,nutlet_length,4mm,5mm,,
2030,Kobresia_robusta,nutlet_width,2mm,2.4mm,,
2031,Kobresia_robusta,plant_height,5cm;1.2mm,60cm;3mm,,tall
2032,Kobresia_royleana,inflorescence_length,1cm;1.2cm,3.5cm;3.5cm,,
2033,Kobresia_royleana,inflorescence_width,0.6cm;0.7cm,1.2cm;0.9cm,,
2034,Kobresia_royleana,leaf_width,2mm;2mm;2mm;1.5mm,4mm;4mm;2.5mm;2mm,,
2035,Kobresia_royleana,nutlet_size,2.4mm;1.7mm;1.7mm,4mm;4mm;3mm,,
2036,Kobresia_royleana,plant_height,2cm;1.5mm;5cm;1.5mm;6cm;1mm;30cm;1mm,6cm;1.8mm;35cm;2.5mm;75cm;2.5mm;75cm;1.5mm,,tall;tall;tall;slender
2037,Kobresia_schoenoides,inflorescence_length,1cm,4cm,,
2038,Kobresia_schoenoides,inflorescence_width,0.2cm,1cm,,
2039,Kobresia_schoenoides,leaf_width,1mm,2mm,,
2040,Kobresia_schoenoides,nutlet_length,1.7mm,3.5mm,,
2041,Kobresia_schoenoides,nutlet_width,1mm,2.1mm,,
2042,Kobresia_schoenoides,plant_height,60cm;3cm;1mm,70cm;60cm;2.5mm,,tall
2043,Kobresia_setschwanensis,inflorescence_length,1cm,3.5cm,,
2044,Kobresia_setschwanensis,inflorescence_width,0.3cm,0.6cm,,
2045,Kobresia_setschwanensis,leaf_width,1mm,2mm,,
2046,Kobresia_setschwanensis,nutlet_length,2.1mm,3mm,,
2047,Kobresia_setschwanensis,nutlet_width,1mm,1.3mm,,
2048,Kobresia_setschwanensis,plant_height,20cm;5cm;0.7mm,40cm;20cm;1.3mm,,slender
2049,Kobresia_sikkimensis,inflorescence_length,4cm,7cm,,
2050,Kobresia_sikkimensis,inflorescence_width,1cm,2cm,,
2051,Kobresia_sikkimensis,leaf_width,2.4mm,3mm,,
2052,Kobresia_sikkimensis,nutlet_length,3mm,3.3mm,,
2053,Kobresia_sikkimensis,nutlet_width,0.8mm,1.5mm,,
2054,Kobresia_sikkimensis,plant_height,16cm,38cm,,tall;1
2055,Kobresia_squamiformis,inflorescence_length,1cm,1.5cm,,
2056,Kobresia_squamiformis,inflorescence_width,0.3cm,0.5cm,,
2057,Kobresia_squamiformis,nutlet_length,2.3mm,2.5mm,,
2058,Kobresia_squamiformis,nutlet_width,1.3mm,1.6mm,,
2059,Kobresia_squamiformis,plant_height,9cm,16cm,,tall;short;0.8
2060,Kobresia_tibetica,inflorescence_length,1cm,2.5cm,,
2061,Kobresia_tibetica,inflorescence_width,0.3cm,0.4cm,,
2062,Kobresia_tibetica,leaf_width,0.5mm,1mm,,
2063,Kobresia_tibetica,nutlet_length,1.5mm,2.5mm,,
2064,Kobresia_tibetica,nutlet_width,1mm,1.4mm,,
2065,Kobresia_tibetica,plant_height,10cm;1mm,40cm;1.5mm,,tall
2066,Kobresia_tunicata,leaf_width,1.5mm,3mm,,
