,species_name,coded_property_name,collapsed_data_maximum,collapsed_data_minimum
1406,carex_rosea,inflorescence_width,8mm,5mm
1407,carex_rosea,leaf_width,2.6mm,1.8mm
1408,carex_rosea,plant_height,90cm,20cm
1409,carex_rossii,fruit_length,2.4mm,1.9mm
1410,carex_rossii,fruit_width,1.7mm,1.3mm
1411,carex_rossii,leaf_width,4mm;2.5mm,2.5mm;0.8mm
1412,carex_rossii,plant_height,40cm;40cm;30cm,30cm;30cm;7cm
1413,carex_rostrata,inflorescence_length,30cm,10cm
1414,carex_rostrata,leaf_width,7.5mm;4.5mm,4.5mm;1.5mm
1415,carex_rostrata,plant_height,90cm,8cm
1416,carex_rotundata,inflorescence_length,14cm,2cm
1417,carex_rotundata,plant_height,48cm,17cm
1418,carex_rufina,leaf_width,2mm,1.5mm
1419,carex_rufina,plant_height,15cm,4cm
1420,carex_rupestris,fruit_length,2.5mm,2.2mm
1421,carex_rupestris,plant_height,20cm,4cm
1422,carex_ruthii,fruit_length,1.8mm,1.1mm
1423,carex_ruthii,fruit_width,1.4mm,0.9mm
1424,carex_ruthii,inflorescence_length,3cm;8.5cm,2.2cm;3cm
1425,carex_ruthii,leaf_width,5mm;2.9mm;5mm,1.6mm;2.6mm;2.9mm
1426,carex_ruthii,plant_height,30cm;30cm;100cm,23cm;23cm;30cm
1427,carex_sabulosa,branch_quantity,4;2,2;1
1428,carex_sabulosa,leaf_width,3mm,2mm
1429,carex_sabulosa,plant_height,35cm,25cm
1430,carex_salina,leaf_width,3mm,2mm
1431,carex_salina,plant_height,35cm,6cm
1432,carex_sartwelliana,branch_quantity,5;4,4;3
1433,carex_sartwelliana,inflorescence_length,17cm,4cm
1434,carex_sartwelliana,leaf_width,9mm,4mm
1435,carex_sartwelliana,plant_height,130cm,45cm
1436,carex_sartwellii,inflorescence_length,9cm;7cm,7cm;2.5cm
1437,carex_sartwellii,leaf_width,4.6mm,2.5mm
1438,carex_sartwellii,plant_height,40cm;40cm;120cm,30cm;30cm;40cm
1439,carex_saxatilis,inflorescence_length,20cm;14cm,14cm;2.5cm
1440,carex_saxatilis,leaf_width,6.3mm,0.9mm
1441,carex_saxatilis,plant_height,90cm,8cm
1442,carex_saximontana,fruit_length,3mm,2.5mm
1443,carex_saximontana,fruit_width,2.4mm,1.6mm
1444,carex_saximontana,leaf_width,4.9mm,1.9mm
1445,carex_saximontana,plant_height,34cm,2.5cm
1446,carex_scabrata,fruit_length,2.3mm,1.8mm
1447,carex_scabrata,fruit_width,1.5mm,1.2mm
1448,carex_scabrata,leaf_width,12mm;8mm,8mm;4mm
1449,carex_scabrata,plant_height,90cm,30cm
1450,carex_scabriuscula,fruit_length,2.8mm,0mm
1451,carex_scabriuscula,fruit_width,1.4mm,0mm
1452,carex_scabriuscula,plant_height,35cm;35cm;65cm,30cm;30cm;35cm
1453,carex_schottii,leaf_width,15mm,10mm
1454,carex_schottii,plant_height,150cm,75cm
1455,carex_schweinitzii,inflorescence_length,24cm,8cm
1456,carex_schweinitzii,leaf_width,11mm,4mm
1457,carex_schweinitzii,plant_height,65cm,18cm
1458,carex_scirpoidea,fruit_length,1.8mm;2mm;1.5mm;1.8mm,1.5mm;1.2mm;1mm;1.5mm
1459,carex_scirpoidea,fruit_width,1.2mm;1mm;0.9mm;1.2mm,0.9mm;0.8mm;0.6mm;0.8mm
1460,carex_scirpoidea,leaf_width,1.5mm,0mm;1.5mm
1461,carex_scirpoidea,plant_height,19.5cm;19.5cm;38cm;38cm;10cm;10cm;40cm;40cm;40cm;40cm;31cm;34cm;35cm;35cm;35cm,9.2cm;9.2cm;35cm;35cm;5cm;5cm;35cm;35cm;35cm;35cm;5cm;24cm;19.5cm;10cm;5cm
1462,carex_scoparia,inflorescence_length,6cm;2.5cm;6cm,1.5cm;1.5cm;1.5cm
1463,carex_scoparia,inflorescence_width,20mm,5mm
1464,carex_scoparia,leaf_width,3.5mm;3mm,3mm;1.4mm
1465,carex_scoparia,plant_height,100cm,20cm
1466,carex_scopulorum,leaf_width,6mm;6mm;6mm;6mm,3mm;3mm;3mm;3mm
1467,carex_scopulorum,plant_height,65cm;90cm;40cm;90cm,11cm;35cm;11cm;10cm
1468,carex_senta,leaf_width,8mm,4mm
1469,carex_senta,plant_height,100cm,50cm
1470,carex_seorsa,fruit_length,1.6mm,1.2mm
1471,carex_seorsa,fruit_width,1.4mm,0.85mm
1472,carex_seorsa,inflorescence_length,7cm,1.8cm
1473,carex_seorsa,leaf_width,3.9mm;3.9mm,0.8mm;2.1mm
1474,carex_seorsa,plant_height,75cm,15cm
1475,carex_serpenticola,fruit_length,2.2mm,1.9mm
1476,carex_serpenticola,fruit_width,1.8mm,1.4mm
1477,carex_serpenticola,leaf_width,5mm;3.5mm,3.5mm;1.5mm
1478,carex_serpenticola,plant_height,38cm,8cm
1479,carex_serratodens,branch_quantity,4,2
1480,carex_serratodens,leaf_width,4mm,2mm
1481,carex_serratodens,plant_height,75cm,30cm
1482,carex_sheldonii,inflorescence_length,50cm,15cm
1483,carex_sheldonii,leaf_width,6mm,2.5mm
1484,carex_sheldonii,plant_height,80cm,40cm
1485,carex_shinnersii,inflorescence_length,5.9cm,2.8cm
1486,carex_shinnersii,inflorescence_width,17mm,6mm
1487,carex_shinnersii,leaf_width,4.2mm,1.8mm
1488,carex_shinnersii,plant_height,110cm,40cm
1489,carex_shortiana,fruit_length,1.8mm,1.5mm
1490,carex_shortiana,fruit_width,1.3mm,1mm
1491,carex_shortiana,leaf_width,9mm,4mm
1492,carex_shortiana,plant_height,90cm,30cm
1493,carex_siccata,inflorescence_length,5cm,1cm
1494,carex_siccata,leaf_width,3.2mm,1mm
1495,carex_siccata,plant_height,90cm,15cm
1496,carex_silicea,inflorescence_length,4cm;8cm,2.5cm;4cm
1497,carex_silicea,inflorescence_width,12mm,5mm
1498,carex_silicea,leaf_width,5mm,1mm
1499,carex_silicea,plant_height,85cm,15cm
1500,carex_simulata,inflorescence_length,3cm,1cm
1501,carex_simulata,leaf_width,3.7mm,1mm
1502,carex_simulata,plant_height,20cm;20cm;80cm,10cm;10cm;20cm
1503,carex_socialis,fruit_length,2.3mm,1.8mm
1504,carex_socialis,fruit_width,1mm,0.8mm
1505,carex_socialis,inflorescence_length,5cm,2.5cm
1506,carex_socialis,inflorescence_width,6mm,4mm
1507,carex_socialis,leaf_width,2.2mm,1.5mm
1508,carex_socialis,plant_height,70cm,20cm
1509,carex_sparganioides,fruit_length,2.2mm,1.7mm
1510,carex_sparganioides,fruit_width,1.8mm,1.5mm
1511,carex_sparganioides,inflorescence_length,15cm,3cm
1512,carex_sparganioides,inflorescence_width,12mm,8mm
1513,carex_sparganioides,leaf_width,10mm,5mm
1514,carex_sparganioides,plant_height,100cm,30cm
1515,carex_specifica,inflorescence_length,5cm,1.9cm
1516,carex_specifica,inflorescence_width,19mm,12mm
1517,carex_specifica,leaf_width,3mm;5mm,2.3mm;3mm
1518,carex_specifica,plant_height,85cm,50cm
1519,carex_spectabilis,leaf_width,5mm,2mm
1520,carex_spectabilis,plant_height,50cm,25cm
1521,carex_specuicola,branch_quantity,3,1
1522,carex_specuicola,leaf_width,3mm,1mm
1523,carex_specuicola,plant_height,45cm,25cm
1524,carex_spicata,fruit_length,2.3mm,2mm
1525,carex_spicata,inflorescence_length,4cm,1cm
1526,carex_spicata,inflorescence_width,10mm,6mm
1527,carex_spicata,leaf_width,4mm,2mm
1528,carex_spicata,plant_height,85cm,10cm
1529,carex_spissa,inflorescence_length,80cm,25cm
1530,carex_spissa,leaf_width,18mm,7mm
1531,carex_sprengelii,fruit_length,2.5mm,2mm
1532,carex_sprengelii,fruit_width,1.8mm,1.7mm
1533,carex_sprengelii,leaf_width,4mm;1.5mm,2.5mm;1mm
1534,carex_sprengelii,plant_height,90cm,30cm
1535,carex_squarrosa,leaf_width,5.7mm,3mm
1536,carex_squarrosa,plant_height,80cm,30cm
1537,carex_stenoptila,inflorescence_length,2.5cm;2cm,2cm;1.2cm
1538,carex_stenoptila,inflorescence_width,15mm,8mm
1539,carex_stenoptila,leaf_width,3.8mm,2.2mm
1540,carex_stenoptila,plant_height,70cm,17cm
1541,carex_sterilis,fruit_length,1.7mm,1mm
1542,carex_sterilis,fruit_width,1.3mm,0.9mm
1543,carex_sterilis,inflorescence_length,4cm,0.9cm
1544,carex_sterilis,leaf_width,2.6mm;2.6mm,1.2mm;1.6mm
1545,carex_sterilis,plant_height,75cm,10cm
1546,carex_stevenii,branch_quantity,3,2
1547,carex_stevenii,leaf_width,4mm,3mm
1548,carex_stevenii,plant_height,60cm,15cm
1549,carex_stipata,branch_quantity,25,15
1550,carex_stipata,fruit_length,2mm,0mm
1551,carex_stipata,fruit_width,1.5mm,0mm
1552,carex_stipata,inflorescence_length,10cm;15cm;15cm,0cm;0cm;5cm
1553,carex_stipata,inflorescence_width,3cm;4cm,0cm;0cm
1554,carex_stipata,leaf_width,15mm,8mm
1555,carex_stipata,plant_height,120cm;120cm;120cm,0cm;0cm;0cm
1556,carex_straminea,inflorescence_length,8cm,3.5cm
1557,carex_straminea,inflorescence_width,14mm,5mm
1558,carex_straminea,leaf_width,3mm,1.5mm
1559,carex_straminea,plant_height,100cm,35cm
1560,carex_straminiformis,inflorescence_length,3cm,1.3cm
1561,carex_straminiformis,inflorescence_width,20mm,12mm
1562,carex_straminiformis,leaf_width,3mm;4mm,2.5mm;3mm
1563,carex_straminiformis,plant_height,50cm,20cm
1564,carex_striata,inflorescence_length,45cm;35cm,35cm;9cm
1565,carex_striata,leaf_width,6mm;5mm,5mm;2.6mm
1566,carex_striata,plant_height,90cm,40cm
1567,carex_striatula,fruit_length,4.6mm;2.8mm,2.8mm;2.2mm
1568,carex_striatula,fruit_width,1.8mm,1mm
1569,carex_striatula,inflorescence_length,12cm,0.4cm
1570,carex_striatula,leaf_width,3.4mm,0.5mm
1571,carex_striatula,plant_height,62cm,45cm
1572,carex_stricta,leaf_width,6mm,4mm
1573,carex_stricta,plant_height,150cm,50cm
1574,carex_styloflexa,fruit_length,3.2mm,2.2mm
1575,carex_styloflexa,fruit_width,1.4mm,1mm
1576,carex_styloflexa,leaf_width,3.4mm,0.5mm
1577,carex_styloflexa,plant_height,82cm,24cm
1578,carex_stylosa,branch_quantity,2;4;3,1;3;2
1579,carex_stylosa,leaf_width,4mm,2mm
1580,carex_stylosa,plant_height,50cm,15cm
1581,carex_subbracteata,inflorescence_length,3.5cm,1.3cm
1582,carex_subbracteata,inflorescence_width,23mm,7mm
1583,carex_subbracteata,leaf_width,4.6mm;3.7mm,3.7mm;1.3mm
1584,carex_subbracteata,plant_height,105cm,27cm
1585,carex_suberecta,inflorescence_length,3.5cm;3cm,3cm;1.5cm
1586,carex_suberecta,inflorescence_width,14mm,6mm
1587,carex_suberecta,leaf_width,2.5mm,1.5mm
1588,carex_suberecta,plant_height,80cm,40cm
1589,carex_subfusca,inflorescence_length,3cm,1.1cm
1590,carex_subfusca,inflorescence_width,16.3mm,5.4mm
1591,carex_subfusca,leaf_width,3.7mm;3mm,3mm;1.2mm
1592,carex_subfusca,plant_height,104cm,20cm
1593,carex_subnigricans,inflorescence_length,2cm,0.7cm
1594,carex_subnigricans,inflorescence_width,6mm,4mm
1595,carex_subnigricans,leaf_width,10mm,0.4mm
1596,carex_subnigricans,plant_height,20cm,5cm
1597,carex_subspathacea,leaf_width,2mm,1mm
1598,carex_subspathacea,plant_height,15cm,3cm
1599,carex_superata,fruit_length,2.5mm;3.3mm;3.1mm,2.1mm;3.1mm;2.5mm
1600,carex_superata,fruit_width,1.5mm;2.1mm;1.9mm,1.4mm;1.9mm;1.5mm
1601,carex_superata,leaf_width,4.6mm,1.2mm
1602,carex_superata,plant_height,7.1cm;7.1cm;14.4cm,4.7cm;4.7cm;7.1cm
1603,carex_supina,fruit_length,2mm,1.7mm
1604,carex_supina,fruit_width,1.4mm,1.3mm
1605,carex_supina,leaf_width,1.5mm,1mm
1606,carex_supina,plant_height,30cm,0cm
1607,carex_swanii,fruit_length,1.8mm,1.4mm
1608,carex_swanii,fruit_width,1.1mm,0.8mm
1609,carex_swanii,leaf_width,3mm,1.5mm
1610,carex_swanii,plant_height,75cm,15cm
1611,carex_sychnocephala,inflorescence_length,3cm,1.6cm
1612,carex_sychnocephala,inflorescence_width,15mm,7mm
1613,carex_sychnocephala,leaf_width,3mm,1.2mm
1614,carex_sychnocephala,plant_height,40cm,8cm
1615,carex_sylvatica,fruit_length,2.6mm,2.2mm
1616,carex_sylvatica,fruit_width,1.5mm,1.2mm
1617,carex_sylvatica,leaf_width,5.5mm;15mm;8.5mm;3mm,3mm;8.5mm;5.5mm;2mm
1618,carex_sylvatica,plant_height,200cm;110cm,110cm;25cm
1619,carex_tahoensis,inflorescence_length,2cm;3.7cm;3cm,1.5cm;3cm;2cm
1620,carex_tahoensis,inflorescence_width,12mm,6mm
1621,carex_tahoensis,plant_height,45cm,15cm
1622,carex_tenax,fruit_length,3.5mm,3mm
1623,carex_tenax,fruit_width,2mm,1.9mm
1624,carex_tenax,plant_height,50cm,20cm
1625,carex_tenera,inflorescence_length,2.5cm;5cm,2cm;2.5cm
1626,carex_tenera,inflorescence_width,10mm,7mm
1627,carex_tenera,leaf_width,3mm;2.5mm,2.5mm;1.3mm
1628,carex_tenera,plant_height,90cm,20cm
1629,carex_tenuiflora,fruit_length,2mm,1.5mm
1630,carex_tenuiflora,fruit_width,1.5mm,1.25mm
1631,carex_tenuiflora,inflorescence_length,1.2cm,0.6cm
1632,carex_tenuiflora,inflorescence_width,9mm,4mm
1633,carex_tenuiflora,leaf_width,2mm,0.5mm
1634,carex_tenuiflora,plant_height,50cm,10cm
1635,carex_tetanica,fruit_length,3mm,1.8mm
1636,carex_tetanica,fruit_width,1.8mm;1.6mm,1.6mm;1.2mm
1637,carex_tetanica,inflorescence_length,32cm,4cm
1638,carex_tetanica,leaf_width,5mm,1.5mm
1639,carex_tetanica,plant_height,65cm,15cm
1640,carex_tetrastachya,inflorescence_length,6cm,2.5cm
1641,carex_tetrastachya,inflorescence_width,25mm,10mm
1642,carex_tetrastachya,leaf_width,5mm,2.5mm
1643,carex_tetrastachya,plant_height,100cm,30cm
1644,carex_texensis,fruit_length,1.5mm,1.3mm
1645,carex_texensis,fruit_width,1.1mm,1mm
1646,carex_texensis,inflorescence_length,3cm,0.6cm
1647,carex_texensis,inflorescence_width,6mm,5mm
1648,carex_texensis,leaf_width,1.7mm,1mm
1649,carex_texensis,plant_height,30cm,10cm
1650,carex_thornei,branch_quantity,0.96,0.77
1651,carex_thornei,fruit_length,3.5mm,2.6mm
1652,carex_thornei,fruit_width,1.6mm,1.3mm
1653,carex_thornei,inflorescence_length,38cm,13cm
1654,carex_thornei,leaf_width,4mm,2.1mm
1655,carex_thornei,plant_height,8.1cm;53cm,4.8cm;24cm
1656,carex_thurberi,inflorescence_length,25cm,6cm
1657,carex_thurberi,leaf_width,9mm,3.5mm
1658,carex_thurberi,plant_height,100cm,40cm
1659,carex_timida,fruit_length,2.5mm,2.1mm
1660,carex_timida,fruit_width,2.1mm,1.6mm
1661,carex_timida,leaf_width,4.3mm,1mm
1662,carex_timida,plant_height,34cm,4.6cm
1663,carex_tincta,inflorescence_length,3.5cm;2.5cm,2.5cm;1.2cm
1664,carex_tincta,inflorescence_width,15mm;12mm,12mm;8mm
1665,carex_tincta,leaf_width,4mm,2mm
1666,carex_tincta,plant_height,150cm;150cm;85cm,85cm;85cm;25cm
1667,carex_tompkinsii,leaf_width,3mm,1.5mm
1668,carex_tompkinsii,plant_height,40cm,10cm
1669,carex_tonsa,fruit_length,2mm,1.6mm
1670,carex_tonsa,fruit_width,1.6mm,1.2mm
1671,carex_tonsa,leaf_width,4.3mm,0.5mm
1672,carex_tonsa,plant_height,16cm,4cm
1673,carex_torreyi,fruit_length,2.5mm,2mm
1674,carex_torreyi,fruit_width,1.9mm,1.5mm
1675,carex_torreyi,leaf_width,3mm,1.5mm
1676,carex_torreyi,plant_height,50cm,15cm
1677,carex_torta,leaf_width,5mm,3mm
1678,carex_torta,plant_height,75cm,25cm
1679,carex_triangularis,branch_quantity,15,10
1680,carex_triangularis,fruit_length,1.6mm,1.4mm
1681,carex_triangularis,inflorescence_length,6cm,2.5cm
1682,carex_triangularis,plant_height,100cm,0cm
1683,carex_tribuloides,inflorescence_length,8cm;5cm,5cm;2cm
1684,carex_tribuloides,inflorescence_width,20mm,10mm
1685,carex_tribuloides,leaf_width,3mm;7mm;7mm;3mm;4.5mm,2mm;3mm;3.2mm;2mm;3mm
1686,carex_tribuloides,plant_height,110cm,50cm
1687,carex_trichocarpa,inflorescence_length,60cm;50cm,50cm;13cm
1688,carex_trichocarpa,leaf_width,8.8mm,2.5mm
1689,carex_trichocarpa,plant_height,120cm,40cm
1690,carex_triquetra,fruit_length,3.5mm,3.3mm
1691,carex_triquetra,fruit_width,2.5mm,1.9mm
1692,carex_triquetra,leaf_width,4mm,2mm
1693,carex_triquetra,plant_height,75cm,30cm
1694,carex_trisperma,fruit_length,2mm,1.75mm
1695,carex_trisperma,fruit_width,1.5mm,1.25mm
1696,carex_trisperma,inflorescence_length,10cm,5cm
1697,carex_trisperma,inflorescence_width,4mm,3mm
1698,carex_trisperma,leaf_width,2mm,0.25mm
1699,carex_trisperma,plant_height,70cm,20cm
1700,carex_tuckermanii,inflorescence_length,35cm,10cm
1701,carex_tuckermanii,leaf_width,5mm,2mm
1702,carex_tuckermanii,plant_height,120cm,40cm
1703,carex_tumulicola,fruit_length,2.4mm,2mm
1704,carex_tumulicola,fruit_width,1.7mm,1.4mm
1705,carex_tumulicola,inflorescence_length,5cm,1.5cm
1706,carex_tumulicola,inflorescence_width,8mm,5mm
1707,carex_tumulicola,leaf_width,2.5mm,1.5mm
1708,carex_tumulicola,plant_height,80cm,20cm
1709,carex_turbinata,fruit_length,2.6mm,1.6mm
1710,carex_turbinata,fruit_width,2.4mm,1.5mm
1711,carex_turbinata,leaf_width,3.5mm,2mm
1712,carex_turbinata,plant_height,47cm,21cm
1713,carex_turgescens,branch_quantity,2;3,1;2
1714,carex_turgescens,fruit_length,3.6mm,2.8mm
1715,carex_turgescens,fruit_width,2.2mm,1.6mm
1716,carex_turgescens,inflorescence_length,5cm;45cm;30cm,3cm;30cm;5cm
1717,carex_turgescens,leaf_width,6mm,1.8mm
1718,carex_turgescens,plant_height,160cm;160cm;100cm,100cm;100cm;45cm
1719,carex_typhina,leaf_width,8.7mm,3.9mm
1720,carex_typhina,plant_height,80cm,30cm
1721,carex_umbellata,fruit_length,1.7mm,1.4mm
1722,carex_umbellata,fruit_width,1.3mm,1mm
1723,carex_umbellata,leaf_width,3.8mm;2.3mm,2.3mm;1mm
1724,carex_umbellata,plant_height,18cm;18cm;7.5cm,7.5cm;7.5cm;3cm
1725,carex_unilateralis,inflorescence_length,1.4cm;2.5cm,1cm;1.4cm
1726,carex_unilateralis,inflorescence_width,17mm,9mm
1727,carex_unilateralis,leaf_width,3mm,2mm
1728,carex_unilateralis,plant_height,75cm,35cm
1729,carex_ursina,fruit_width,1mm,0.7mm
1730,carex_ursina,inflorescence_length,1cm,0.4cm
1731,carex_ursina,inflorescence_width,6mm,3mm
1732,carex_ursina,leaf_width,1.5mm,0.5mm
1733,carex_ursina,plant_height,10cm,2cm
1734,carex_utriculata,inflorescence_length,50cm;40cm,40cm;10cm
1735,carex_utriculata,leaf_width,15mm;12mm,12mm;4.5mm
1736,carex_utriculata,plant_height,100cm,25cm
1737,carex_vacillans,leaf_width,4mm,2.8mm
1738,carex_vacillans,plant_height,60cm,15cm
1739,carex_vaginata,fruit_length,3mm,2.2mm
1740,carex_vaginata,fruit_width,1.5mm,1.2mm
1741,carex_vaginata,inflorescence_length,25cm,6.5cm
1742,carex_vaginata,leaf_width,4mm,1.5mm
1743,carex_vaginata,plant_height,60cm,7cm
1744,carex_vallicola,fruit_length,2.7mm,1.6mm
1745,carex_vallicola,fruit_width,2mm,1.5mm
1746,carex_vallicola,inflorescence_length,3cm,0.5cm
1747,carex_vallicola,inflorescence_width,8mm,5mm
1748,carex_vallicola,leaf_width,3mm,1mm
1749,carex_vallicola,plant_height,60cm,12cm
1750,carex_venusta,fruit_length,2.5mm,2mm
1751,carex_venusta,fruit_width,1.5mm,1mm
1752,carex_venusta,leaf_width,7.2mm;3.5mm,2.8mm;1.5mm
1753,carex_venusta,plant_height,90cm,30cm
1754,carex_vernacula,inflorescence_length,1.6cm,0.8cm
1755,carex_vernacula,leaf_width,2mm;4mm;3.5mm,1.5mm;3.5mm;2mm
1756,carex_vernacula,plant_height,40cm,8cm
1757,carex_verrucosa,fruit_length,2.7mm,2.5mm
1758,carex_verrucosa,fruit_width,2.7mm,2.5mm
1759,carex_verrucosa,plant_height,125cm,0cm
1760,carex_vesicaria,inflorescence_length,45cm,7.5cm
1761,carex_vesicaria,leaf_width,6.5mm,1.8mm
1762,carex_vesicaria,plant_height,105cm,15cm
1763,carex_vestita,inflorescence_length,10cm,3cm
1764,carex_vestita,leaf_width,5.5mm,2.2mm
1765,carex_vestita,plant_height,90cm,25cm
1766,carex_vexans,inflorescence_length,4cm,1.5cm
1767,carex_vexans,inflorescence_width,20mm,10mm
1768,carex_vexans,leaf_width,5mm,2mm
1769,carex_vexans,plant_height,80cm,25cm
1770,carex_virescens,fruit_length,2mm,1.5mm
1771,carex_virescens,fruit_width,1.1mm,0.8mm
1772,carex_virescens,leaf_width,4mm,2mm
1773,carex_virescens,plant_height,100cm,30cm
1774,carex_viridula,fruit_length,1.5mm;1.4mm;1.4mm;1.8mm;1.8mm,1.1mm;1.2mm;1.2mm;1.2mm;1mm
1775,carex_viridula,fruit_width,1.2mm;1mm;1mm;1.4mm;1.4mm,0.9mm;0.9mm;0.9mm;0.9mm;0.7mm
1776,carex_viridula,inflorescence_width,8.5mm,5.3mm
1777,carex_viridula,leaf_width,4.6mm;3.5mm;4.5mm;3.1mm;3.5mm;5.4mm;5.4mm,1.4mm;1.6mm;3.1mm;0mm;1.6mm;1mm;0.8mm
1778,carex_viridula,plant_height,35cm;4.5cm;40cm;4.5cm;85cm;85cm,10cm;2cm;2cm;2cm;2cm;2cm
1779,carex_vulpinoidea,branch_quantity,15,10
1780,carex_vulpinoidea,fruit_length,1.4mm,1.2mm
1781,carex_vulpinoidea,inflorescence_length,7cm;10cm,3cm;7cm
1782,carex_vulpinoidea,plant_height,100cm,0cm
1783,carex_whitneyi,fruit_length,3.9mm,2.8mm
1784,carex_whitneyi,fruit_width,2.4mm,1.7mm
1785,carex_whitneyi,leaf_width,6mm,2mm
1786,carex_whitneyi,plant_height,100cm,25cm
1787,carex_wiegandii,fruit_length,1.9mm,1.4mm
1788,carex_wiegandii,fruit_width,1.55mm,1.1mm
1789,carex_wiegandii,inflorescence_length,1.5cm;3cm,0.8cm;1.5cm
1790,carex_wiegandii,leaf_width,5mm;5mm,1.7mm;2.8mm
1791,carex_wiegandii,plant_height,105cm,10cm
1792,carex_willdenowii,fruit_length,2.1mm;2.6mm;2.5mm,1.8mm;2.5mm;2.1mm
1793,carex_willdenowii,fruit_width,1.3mm;1.6mm;1.5mm,1.2mm;1.5mm;1.3mm
1794,carex_willdenowii,leaf_width,3.2mm,1.3mm
1795,carex_willdenowii,plant_height,8.2cm;8.2cm;29.7cm,3.1cm;3.1cm;8.2cm
1796,carex_williamsii,fruit_length,1.5mm,1.2mm
1797,carex_williamsii,leaf_width,1mm,0.25mm
1798,carex_williamsii,plant_height,30cm;30cm;15cm,15cm;15cm;0cm
1799,carex_woodii,fruit_length,2.5mm,2mm
1800,carex_woodii,fruit_width,1.4mm,1.2mm
1801,carex_woodii,inflorescence_length,13cm,5cm
1802,carex_woodii,leaf_width,4mm;3mm,3mm;1.8mm
1803,carex_woodii,plant_height,70cm,30cm
1804,carex_wootonii,inflorescence_length,4cm,2.5cm
1805,carex_wootonii,inflorescence_width,20mm,9mm
1806,carex_wootonii,leaf_width,4.5mm,2.5mm
1807,carex_wootonii,plant_height,75cm,30cm
1808,carex_xerantica,leaf_width,3mm,1mm
1809,carex_xerantica,plant_height,70cm,15cm
1810,cymophyllus_fraserianus,fruit_length,3.2mm,2.4mm
1811,cymophyllus_fraserianus,fruit_width,2.5mm,1.6mm
1812,cymophyllus_fraserianus,inflorescence_length,2.5cm,1.4cm
1813,cymophyllus_fraserianus,inflorescence_width,1.5cm,1.1cm
1814,cymophyllus_fraserianus,plant_height,40cm,20cm
1815,dulichium_arundinaceum,fruit_length,4mm,2mm
1816,dulichium_arundinaceum,fruit_width,1.1mm,0.8mm
1817,dulichium_arundinaceum,inflorescence_length,30cm,6cm
1818,dulichium_arundinaceum,leaf_width,8mm;8mm;3mm,1mm;3.5mm;1mm
1819,dulichium_arundinaceum,plant_height,100cm;30cm;100cm,20cm;10cm;20cm
1820,eriophorum_angustifolium,plant_height,100cm;100cm;30cm,0cm;20cm;0cm
1821,eriophorum_brachyantherum,fruit_length,2mm;2.7mm;2.3mm,1.8mm;2.3mm;2mm
1822,eriophorum_brachyantherum,fruit_width,1.2mm,0.5mm
1823,eriophorum_brachyantherum,plant_height,70cm,20cm
1824,eriophorum_callitrix,leaf_width,1.2mm,0.4mm
1825,eriophorum_callitrix,plant_height,50cm;50cm;20cm,20cm;20cm;5cm
1826,eriophorum_chamissonis,leaf_width,2mm,1mm
1827,eriophorum_chamissonis,plant_height,30cm;30cm;80cm;80cm;70cm,20cm;20cm;70cm;70cm;30cm
1828,eriophorum_crinigerum,leaf_width,6mm,1mm
1829,eriophorum_crinigerum,plant_height,100cm,20cm
1830,eriophorum_gracile,leaf_width,1.5mm;2mm,1mm;1mm
1831,eriophorum_gracile,plant_height,60cm,20cm
1832,eriophorum_scheuchzeri,plant_height,70cm;70cm;35cm,35cm;35cm;5cm
1833,eriophorum_tenellum,leaf_width,1.5mm;3mm;1.5mm,1mm;1.5mm;1mm
1834,eriophorum_tenellum,plant_height,90cm,20cm
1835,eriophorum_vaginatum,plant_height,60cm,10cm
1836,eriophorum_virginicum,leaf_width,4mm,1.5mm
1837,eriophorum_virginicum,plant_height,120cm,40cm
1838,eriophorum_viridicarinatum,leaf_width,6mm,2mm
1839,eriophorum_viridicarinatum,plant_height,90cm,20cm
1840,kobresia_myosuroides,inflorescence_length,30mm,10mm
1841,kobresia_myosuroides,inflorescence_width,3mm,2mm
1842,kobresia_myosuroides,leaf_width,0.5mm,0.2mm
1843,kobresia_myosuroides,plant_height,35cm;35cm;20cm,20cm;20cm;5cm
1844,kobresia_sibirica,inflorescence_length,20mm,10mm
1845,kobresia_sibirica,inflorescence_width,8mm,4mm
1846,kobresia_sibirica,leaf_width,0.5mm,0.25mm
1847,kobresia_sibirica,plant_height,40cm,5cm
1848,kobresia_simpliciuscula,inflorescence_length,10mm;35mm,8mm;10mm
1849,kobresia_simpliciuscula,inflorescence_width,3mm;8mm,2mm;3mm
1850,kobresia_simpliciuscula,leaf_width,2mm;1.5mm,1.5mm;0.2mm
1851,kobresia_simpliciuscula,plant_height,35cm,5cm
1852,scirpus_ancistrochaetus,fruit_length,1.7mm,1.1mm
1853,scirpus_ancistrochaetus,fruit_width,0.8mm,0.6mm
1854,scirpus_ancistrochaetus,leaf_width,16mm;13mm,13mm;7mm
1855,scirpus_atrocinctus,fruit_length,0.9mm,0.7mm
1856,scirpus_atrocinctus,fruit_width,0.5mm,0.4mm
1857,scirpus_atrocinctus,leaf_width,6mm,3mm
1858,scirpus_atrovirens,fruit_length,1mm;1.3mm,0.8mm;1mm
1859,scirpus_atrovirens,fruit_width,0.6mm,0.4mm
1860,scirpus_atrovirens,leaf_width,17mm,7mm
1861,scirpus_congdonii,fruit_length,1.3mm,0.9mm
1862,scirpus_congdonii,fruit_width,0.8mm,0.6mm
