,species_name,coded_property_name,collapsed_data_minimum,collapsed_data_maximum,collapsed_data_value
1740,Carex_urelytra,inflorescence_width,1mm;3mm,2mm;4mm,
1741,Carex_urelytra,leaf_width,3mm,5mm,
1742,Carex_urelytra,plant_height,20cm,60cm,tall
1743,Carex_ussuriensis,inflorescence_size,1cm;0.5cm,2cm;1cm,
1744,Carex_ussuriensis,plant_height,20cm,40cm,tall
1745,Carex_vaginata,inflorescence_size,1cm;1cm,1.5cm;2.5cm,
1746,Carex_vaginata,leaf_width,3mm;3mm,5mm;5mm,wide;wider;wider
1747,Carex_vaginata,plant_height,20cm,50cm,tall;slender
1748,Carex_vanheurckii,inflorescence_size,0.7cm;4mm,1.5cm;7mm,
1749,Carex_vanheurckii,leaf_width,1mm,2mm,
1750,Carex_vanheurckii,plant_height,10cm,30cm,tall;slender
1751,Carex_vesicaria,inflorescence_length,3cm,7cm,
1752,Carex_vesicaria,inflorescence_size,2mm,3.5mm,
1753,Carex_vesicaria,inflorescence_width,1cm,1.5cm,
1754,Carex_vesicaria,leaf_width,2mm,5mm,
1755,Carex_vesicaria,nutlet_size,1.7mm,2mm,
1756,Carex_vesicaria,plant_height,30cm,100cm,tall
1757,Carex_vesicata,inflorescence_length,2cm,4cm,
1758,Carex_vesicata,inflorescence_size,2cm,4cm,
1759,Carex_vesicata,leaf_width,3mm,4mm,
1760,Carex_vesicata,plant_height,30cm,70cm,tall
1761,Carex_viridimarginata,inflorescence_size,1.3cm;8mm,1.5cm;12mm,
1762,Carex_viridimarginata,plant_height,15cm,20cm,tall;slender
1763,Carex_vulpina,inflorescence_length,3cm,4.5cm,
1764,Carex_vulpina,inflorescence_size,7mm,10mm,
1765,Carex_vulpina,inflorescence_width,1.5cm,2cm,
1766,Carex_vulpina,leaf_width,5mm,7mm,
1767,Carex_vulpina,plant_height,40cm,70cm,tall
1768,Carex_wahuensis,inflorescence_length,3mm;2mm,7mm;6mm,
1769,Carex_wahuensis,inflorescence_width,3mm;0.6mm,6mm;0.8mm,
1770,Carex_wahuensis,leaf_width,3mm,12mm,
1771,Carex_wahuensis,plant_height,20cm;1mm,100cm;2mm,tall
1772,Carex_wawuensis,inflorescence_length,20mm;70mm,60mm;85mm,
1773,Carex_wawuensis,inflorescence_width,1.5mm,2mm,3
1774,Carex_wawuensis,leaf_width,5mm,6mm,
1775,Carex_wawuensis,plant_height,0cm,50cm,tall;2
1776,Carex_wenshanensis,inflorescence_length,2cm,5cm,longer than male part
1777,Carex_wenshanensis,leaf_width,4mm,5mm,
1778,Carex_wenshanensis,plant_height,50cm,60cm,tall
1779,Carex_wui,inflorescence_size,5cm;2.5cm,7cm;5cm,
1780,Carex_wui,leaf_width,4mm,8mm,
1781,Carex_wui,plant_height,50cm,100cm,tall
1782,Carex_wushanensis,inflorescence_size,2cm;1.5cm,3cm;1.8cm,
1783,Carex_wushanensis,leaf_width,1.5mm,3mm,
1784,Carex_wushanensis,plant_height,28cm,40cm,tall;slender
1785,Carex_wutuensis,inflorescence_size,3.5cm,4.5cm,
1786,Carex_wutuensis,leaf_width,1.5mm,2mm,
1787,Carex_wutuensis,plant_height,30cm,40cm,tall;slender
1788,Carex_wuyishanensis,inflorescence_size,2cm,5cm,
1789,Carex_wuyishanensis,leaf_width,5mm,7mm,
1790,Carex_wuyishanensis,plant_height,50cm,65cm,tall
1791,Carex_xiangxiensis,inflorescence_size,4cm;4cm,6cm;9cm,
1792,Carex_xiangxiensis,leaf_width,0mm,17mm,
1793,Carex_xiangxiensis,plant_height,40cm,90cm,tall
1794,Carex_xiphium,inflorescence_size,1.5cm;1cm,2cm;2cm,
1795,Carex_xiphium,leaf_width,6mm,8mm,
1796,Carex_xiphium,plant_height,30cm,45cm,tall
1797,Carex_yajiangensis,inflorescence_size,10mm;1cm,12mm;2cm,
1798,Carex_yajiangensis,leaf_width,1mm,2mm,
1799,Carex_yajiangensis,plant_height,40cm,50cm,tall
1800,Carex_yamatsutana,inflorescence_length,1cm,2cm,
1801,Carex_yamatsutana,leaf_width,2mm,3mm,
1802,Carex_yangshuoensis,inflorescence_length,3cm,4.5cm,1/3
1803,Carex_yangshuoensis,inflorescence_size,2.5cm,4.3cm,
1804,Carex_yangshuoensis,inflorescence_width,0.3cm,0.4cm,
1805,Carex_yangshuoensis,leaf_width,7mm,10mm,
1806,Carex_yangshuoensis,nutlet_size,2.5mm,3mm,constricted
1807,Carex_yangshuoensis,plant_height,20cm,40cm,tall
1808,Carex_ypsilandrifolia,inflorescence_size,7mm,10mm,
1809,Carex_ypsilandrifolia,leaf_width,1.5cm,3cm,
1810,Carex_ypsilandrifolia,plant_height,15cm,20cm,
1811,Carex_yuexiensis,inflorescence_size,1cm;3.5mm,1.5cm;4mm,1
1812,Carex_yuexiensis,leaf_width,0.5mm,1.5mm,
1813,Carex_yuexiensis,plant_height,20cm,35cm,tall
1814,Carex_yulungshanensis,inflorescence_length,30mm,40mm,longer than female part
1815,Carex_yulungshanensis,inflorescence_width,3mm,4mm,
1816,Carex_yulungshanensis,leaf_width,1mm,2mm,
1817,Carex_yulungshanensis,nutlet_size,2.2mm,2.5mm,
1818,Carex_yulungshanensis,plant_height,0cm,50cm,
1819,Carex_yunlingensis,inflorescence_length,2cm,2.5cm,
1820,Carex_yunlingensis,inflorescence_width,0.6cm,0.7cm,
1821,Carex_yunlingensis,leaf_width,4mm,5mm,
1822,Carex_yunlingensis,plant_height,30cm,40cm,tall;slender
1823,Carex_yunnanensis,inflorescence_size,8mm;20mm;15mm,15mm;30mm;20mm,
1824,Carex_yunnanensis,leaf_width,2mm,3mm,
1825,Carex_yunnanensis,plant_height,50cm;20cm,85cm;50cm,tall;slender
1826,Carex_yunyiana,inflorescence_length,2cm,2.5cm,shorter than female part
1827,Carex_yunyiana,plant_height,20cm,40cm,tall;slender
1828,Carex_zekogensis,inflorescence_size,1.5cm;2cm,2cm;3cm,
1829,Carex_zekogensis,leaf_width,1mm,2mm,
1830,Carex_zekogensis,plant_height,15cm;0.3mm,20cm;0.8mm,tall;slender
1831,Carex_zhenkangensis,inflorescence_size,1cm;1.5cm,1.5cm;4.5cm,
1832,Carex_zhenkangensis,leaf_width,7mm,10mm,
1833,Carex_zhenkangensis,plant_height,65cm,70cm,tall
1834,Carex_zhonghaiensis,inflorescence_length,20mm,40mm,
1835,Carex_zhonghaiensis,inflorescence_width,4mm,5mm,
1836,Carex_zhonghaiensis,leaf_width,2mm,3mm,
1837,Carex_zhonghaiensis,plant_height,40cm;1.5mm,70cm;2mm,tall
1838,Carex_zizaniifolia,inflorescence_size,5mm,6mm,
1839,Carex_zizaniifolia,leaf_width,2cm,2.5cm,
1840,Carex_zizaniifolia,plant_height,60cm,70cm,
1841,Carex_zunyiensis,inflorescence_size,3.5cm;3cm,5cm;5cm,
1842,Carex_zunyiensis,leaf_width,1cm;25cm,1.5cm;70cm,
1843,Eriophorum_angustifolium,leaf_width,0cm;2mm;5mm;3mm,12cm;9mm;7mm;5mm,
1844,Eriophorum_angustifolium,nutlet_length,2mm,3mm,
1845,Eriophorum_angustifolium,plant_height,35cm,114cm,tall
1846,Eriophorum_comosum,inflorescence_length,6cm,22cm,
1847,Eriophorum_comosum,leaf_width,0.5mm,1mm,
1848,Eriophorum_comosum,plant_height,14cm;1mm,78cm;2mm,tall
1849,Eriophorum_gracile,leaf_width,1.5cm,2.5cm,1
1850,Eriophorum_gracile,plant_height,25cm,50cm,tall;slender
1851,Eriophorum_russeolum,plant_height,30cm,60cm,tall;slender
1852,Eriophorum_scheuchzeri,plant_height,30cm;8cm,70cm;30cm,tall
1853,Eriophorum_transiens,inflorescence_length,3cm,4cm,
1854,Eriophorum_transiens,leaf_width,3mm,4mm,
1855,Eriophorum_transiens,plant_height,20cm,25cm,tall;1.6
1856,Eriophorum_vaginatum,inflorescence_length,1cm,3cm,
1857,Eriophorum_vaginatum,leaf_width,3cm,6cm,1
1858,Eriophorum_vaginatum,nutlet_length,2mm,2.2mm,
1859,Eriophorum_vaginatum,plant_height,15cm,80cm,tall
1860,Kobresia_burangensis,inflorescence_length,1.8cm,2cm,
1861,Kobresia_burangensis,inflorescence_width,0.2cm,0.3cm,
1862,Kobresia_burangensis,leaf_width,0.5mm,0.8mm,
1863,Kobresia_burangensis,plant_height,8cm;1mm,12cm;1.2mm,tall
1864,Kobresia_capillifolia,nutlet_length,2.5mm,3.5mm,
1865,Kobresia_capillifolia,nutlet_width,0.8mm,1.6mm,
1866,Kobresia_capillifolia,plant_height,5cm;10cm;0.6mm,10cm;45cm;1mm,tall;slender
1867,Kobresia_cercostachys,inflorescence_length,1.7cm,7cm,
1868,Kobresia_cercostachys,inflorescence_width,0.3cm,0.7cm,
1869,Kobresia_cercostachys,leaf_width,1mm,2mm,
1870,Kobresia_cercostachys,nutlet_length,2.7mm,4mm,
1871,Kobresia_cercostachys,nutlet_width,0.6mm,1.2mm,
1872,Kobresia_cercostachys,plant_height,5cm;0.7mm,35cm;1.5mm,tall
1873,Kobresia_condensata,inflorescence_length,2cm,4cm,
1874,Kobresia_condensata,inflorescence_width,0.6cm,1cm,
1875,Kobresia_condensata,leaf_width,0.5mm,1mm,
1876,Kobresia_condensata,nutlet_length,3mm,3.5mm,
1877,Kobresia_condensata,nutlet_width,1.1mm,1.7mm,
1878,Kobresia_condensata,plant_height,14cm;1mm,44cm;1.8mm,slender
1879,Kobresia_cuneata,inflorescence_length,2cm,6cm,
1880,Kobresia_cuneata,inflorescence_width,0.5cm,1.2cm,
1881,Kobresia_cuneata,leaf_width,3mm;1mm,5mm;3mm,
1882,Kobresia_cuneata,nutlet_length,3mm,4.5mm,
1883,Kobresia_cuneata,nutlet_width,2mm,3mm,
1884,Kobresia_cuneata,plant_height,10cm;15cm;1.5mm,15cm;45cm;2.5mm,tall
1885,Kobresia_curticeps,inflorescence_length,6.5cm,9.5cm,
1886,Kobresia_curticeps,inflorescence_width,0.8cm,2.3cm,narrow
1887,Kobresia_curticeps,leaf_width,3.7mm;5mm,5mm;7.5mm,
1888,Kobresia_curticeps,nutlet_length,5.5mm,6.5mm,
1889,Kobresia_curticeps,nutlet_width,1.3mm,1.7mm,
1890,Kobresia_curticeps,plant_height,22cm;1.1mm,95cm;2.2mm,tall
1891,Kobresia_duthiei,inflorescence_length,1cm,5cm,
1892,Kobresia_duthiei,inflorescence_width,0.2cm,0.4cm,
1893,Kobresia_duthiei,leaf_width,1.4mm,2.3mm,
1894,Kobresia_duthiei,nutlet_length,1.9mm,2.8mm,
1895,Kobresia_duthiei,nutlet_width,0.6mm,0.9mm,
1896,Kobresia_duthiei,plant_height,0.5cm;20cm;4cm;0.6mm,4cm;40cm;20cm;1.2mm,tall
1897,Kobresia_esenbeckii,inflorescence_length,3.5cm;1.7cm,5cm;6.5cm,
1898,Kobresia_esenbeckii,inflorescence_width,0.15cm,0.4cm,0.4
1899,Kobresia_esenbeckii,leaf_width,1.5mm,5mm,
1900,Kobresia_esenbeckii,nutlet_length,2.5mm,3.7mm,
1901,Kobresia_esenbeckii,nutlet_width,0.7mm,1mm,
1902,Kobresia_esenbeckii,plant_height,3cm;0.5mm,32cm;1mm,tall;slender
1903,Kobresia_falcata,inflorescence_length,1.5cm,2cm,
1904,Kobresia_falcata,inflorescence_width,0.3cm,0.4cm,
1905,Kobresia_falcata,leaf_width,2mm,3.7mm,
1906,Kobresia_falcata,nutlet_size,4.8mm,5.2mm,
1907,Kobresia_falcata,plant_height,12cm,15cm,tall;slender;1
1908,Kobresia_filicina,inflorescence_length,1cm,4cm,
1909,Kobresia_filicina,inflorescence_width,0.1cm,0.3cm,
1910,Kobresia_filicina,leaf_width,2mm;0.6mm,3mm;2mm,
1911,Kobresia_filicina,nutlet_length,1.9mm,2.4mm,
1912,Kobresia_filicina,plant_height,8cm;0.4mm,35cm;0.8mm,tall;slender
1913,Kobresia_filifolia,inflorescence_length,1cm,3cm,
1914,Kobresia_filifolia,inflorescence_width,0.3cm,0.7cm,
1915,Kobresia_filifolia,nutlet_length,2.1mm,3.5mm,
1916,Kobresia_filifolia,nutlet_width,1mm,1.2mm,
1917,Kobresia_filifolia,plant_height,15cm;0.6mm,50cm;1mm,slender
1918,Kobresia_fissiglumis,inflorescence_length,2.2cm,4cm,1.5
1919,Kobresia_fissiglumis,inflorescence_width,0.2cm,0.3cm,0.3
1920,Kobresia_fissiglumis,leaf_width,1.5mm,2mm,
1921,Kobresia_fissiglumis,nutlet_length,2mm,3.5mm,
1922,Kobresia_fissiglumis,plant_height,3cm,14cm,tall;slender;0.5
1923,Kobresia_fragilis,inflorescence_length,1cm,8cm,
1924,Kobresia_fragilis,inflorescence_width,0.2cm,0.7cm,
1925,Kobresia_fragilis,leaf_width,1mm,2mm,
1926,Kobresia_fragilis,nutlet_length,1.5mm,2.5mm,
1927,Kobresia_fragilis,nutlet_width,0.5mm,1mm,
1928,Kobresia_fragilis,plant_height,1.5cm;6cm;0.5mm,6cm;45cm;1.1mm,tall;slender
1929,Kobresia_gammiei,inflorescence_length,2.6cm,8cm,
1930,Kobresia_gammiei,inflorescence_width,0.5cm,1.2cm,
1931,Kobresia_gammiei,leaf_width,4.5mm;1.5mm,5mm;4.5mm,
1932,Kobresia_gammiei,nutlet_length,3.3mm,4mm,
1933,Kobresia_gammiei,nutlet_width,1.5mm,2mm,
1934,Kobresia_gammiei,plant_height,7cm;1mm,58cm;1.5mm,tall;slender
1935,Kobresia_graminifolia,inflorescence_length,1.5cm;2.5cm,3cm;7.5cm,
1936,Kobresia_graminifolia,inflorescence_width,0.3cm;0.3cm,0.6cm;0.6cm,
1937,Kobresia_graminifolia,leaf_width,0.5mm,1.5mm,
1938,Kobresia_graminifolia,nutlet_length,3.5mm,5.5mm,
1939,Kobresia_graminifolia,nutlet_width,0.8mm,1.5mm,
1940,Kobresia_graminifolia,plant_height,7cm;20cm;1mm,20cm;45cm;1.5mm,tall
1941,Kobresia_hohxilensis,inflorescence_length,1.5cm,2cm,
1942,Kobresia_hohxilensis,nutlet_length,2mm,3mm,
1943,Kobresia_hohxilensis,nutlet_width,1.5mm,1.8mm,
1944,Kobresia_hohxilensis,plant_height,3cm;0.6mm,20cm;1mm,tall;slender
1945,Kobresia_humilis,inflorescence_length,0.8cm,1.7cm,
1946,Kobresia_humilis,inflorescence_width,0.4cm,0.6cm,
1947,Kobresia_humilis,nutlet_length,2.5mm,3mm,
1948,Kobresia_humilis,nutlet_width,1mm,1.5mm,
1949,Kobresia_humilis,plant_height,2cm;0.8mm,15cm;1.5mm,tall
1950,Kobresia_inflata,inflorescence_length,2cm,2.5cm,
1951,Kobresia_inflata,inflorescence_width,0.7cm,2cm,
1952,Kobresia_inflata,leaf_width,2mm,3mm,
1953,Kobresia_inflata,nutlet_length,2.5mm,4mm,
1954,Kobresia_inflata,nutlet_width,1.8mm,2.5mm,
1955,Kobresia_inflata,plant_height,0.6mm;4cm,1.4mm;12cm,tall;slender;0.6
1956,Kobresia_kansuensis,inflorescence_length,3cm,6.5cm,
1957,Kobresia_kansuensis,inflorescence_width,0.7cm,1.8cm,
1958,Kobresia_kansuensis,leaf_width,4mm,9mm,
1959,Kobresia_kansuensis,nutlet_length,2.8mm,4mm,
1960,Kobresia_kansuensis,nutlet_width,0.8mm,1mm,
1961,Kobresia_kansuensis,plant_height,14cm;4mm;20cm;2.2mm,20cm;6mm;70cm;4mm,tall
1962,Kobresia_karakorumensis,inflorescence_length,0.5cm,1.2cm,
1963,Kobresia_karakorumensis,inflorescence_width,0.2cm,0.4cm,
1964,Kobresia_karakorumensis,leaf_width,1mm,2.5mm,
1965,Kobresia_karakorumensis,plant_height,2cm;15cm;3cm;0.5mm,3cm;20cm;15cm;0.7mm,dwarf;tall
1966,Kobresia_kuekenthaliana,inflorescence_length,2.6cm,4cm,
1967,Kobresia_kuekenthaliana,inflorescence_width,0.6cm,0.8cm,
1968,Kobresia_kuekenthaliana,leaf_width,1.5mm,2.5mm,
1969,Kobresia_kuekenthaliana,plant_height,25cm,40cm,slender;1
1970,Kobresia_laxa,inflorescence_length,3.5cm,8cm,
1971,Kobresia_laxa,inflorescence_width,1cm,1.5cm,
1972,Kobresia_laxa,leaf_width,1.4mm,4mm,
1973,Kobresia_laxa,nutlet_length,2.5mm,3mm,
1974,Kobresia_laxa,nutlet_width,0.4mm,0.6mm,
1975,Kobresia_laxa,plant_height,4cm;13cm,13cm;35cm,tall;slender;1
1976,Kobresia_littledalei,inflorescence_length,1.7cm;1.5cm,3cm;4cm,
1977,Kobresia_littledalei,inflorescence_width,0.4cm;0.2cm,0.5cm;0.3cm,
1978,Kobresia_littledalei,nutlet_length,2mm,2.7mm,
1979,Kobresia_littledalei,plant_height,10cm;1mm,25cm;2mm,tall
1980,Kobresia_loliacea,inflorescence_length,2.5cm,6cm,
1981,Kobresia_loliacea,inflorescence_width,0.4cm,0.5cm,
1982,Kobresia_loliacea,leaf_width,1.5mm,2mm,
1983,Kobresia_loliacea,nutlet_length,2.8mm,3.8mm,
1984,Kobresia_loliacea,nutlet_width,1mm,2mm,
1985,Kobresia_loliacea,plant_height,15cm;1mm,45cm;1.5mm,tall;slender
1986,Kobresia_macrantha,inflorescence_length,1cm,2cm,
1987,Kobresia_macrantha,inflorescence_width,0.6cm,1cm,
1988,Kobresia_macrantha,leaf_width,1mm,3mm,
1989,Kobresia_macrantha,nutlet_length,1.4mm,2mm,
1990,Kobresia_macrantha,nutlet_width,0.8mm,1mm,
1991,Kobresia_macrantha,plant_height,3cm;1mm,17cm;1.5mm,tall
1992,Kobresia_myosuroides,inflorescence_length,1cm;1cm;1cm,3cm;2.5cm;3cm,
1993,Kobresia_myosuroides,inflorescence_width,0.2cm;0.2cm,0.3cm;0.3cm,0.2
1994,Kobresia_myosuroides,leaf_width,0.25mm,0.7mm,
1995,Kobresia_myosuroides,nutlet_length,2.5mm;1.8mm,3mm;3mm,
1996,Kobresia_myosuroides,nutlet_size,1.8mm,2.3mm,
1997,Kobresia_myosuroides,nutlet_width,0.8mm;0.8mm,1mm;1mm,
1998,Kobresia_myosuroides,plant_height,30cm;3cm;0.5mm,40cm;30cm;1mm,tall
1999,Kobresia_nepalensis,inflorescence_length,1.5cm,8cm,
2000,Kobresia_nepalensis,inflorescence_width,0.2cm,0.5cm,
2001,Kobresia_nepalensis,nutlet_length,3.5mm,6.5mm,
2002,Kobresia_nepalensis,nutlet_width,0.7mm,1mm,
2003,Kobresia_nepalensis,plant_height,2cm;10cm;0.7mm,10cm;44cm;1.5mm,tall
2004,Kobresia_prainii,inflorescence_length,6mm;1cm,13mm;2cm,
2005,Kobresia_prainii,inflorescence_width,2mm;0.2cm,5mm;0.3cm,
2006,Kobresia_prainii,nutlet_length,1.8mm,2.4mm,
2007,Kobresia_prainii,nutlet_width,0.7mm,1mm,
2008,Kobresia_prainii,plant_height,10cm;3cm;0.5mm,25cm;10cm;1mm,tall;slender
2009,Kobresia_pusilla,inflorescence_length,0.5cm,1.2cm,
2010,Kobresia_pusilla,inflorescence_width,0.3cm,0.4cm,
2011,Kobresia_pusilla,leaf_width,1.5mm;1mm,2mm;1.5mm,
2012,Kobresia_pusilla,plant_height,2cm;0.7mm,15cm;1mm,tall
2013,Kobresia_pygmaea,inflorescence_length,0.3cm,10cm,
2014,Kobresia_pygmaea,inflorescence_width,0.1cm,0.3cm,
2015,Kobresia_pygmaea,leaf_width,0.3mm,0.5mm,
2016,Kobresia_pygmaea,nutlet_length,1.5mm,2mm,
2017,Kobresia_pygmaea,plant_height,0.4cm;1cm,1cm;10cm,tall;short;0.5
2018,Kobresia_robusta,leaf_width,1.7mm;0.7mm,2mm;1.7mm,
2019,Kobresia_robusta,nutlet_length,4mm,5mm,
2020,Kobresia_robusta,nutlet_width,2mm,2.4mm,
2021,Kobresia_robusta,plant_height,5cm;1.2mm,60cm;3mm,tall
2022,Kobresia_royleana,inflorescence_length,1cm;1.2cm,3.5cm;3.5cm,
2023,Kobresia_royleana,inflorescence_width,0.6cm;0.7cm,1.2cm;0.9cm,
2024,Kobresia_royleana,leaf_width,2mm;2mm;2mm;1.5mm,4mm;4mm;2.5mm;2mm,
2025,Kobresia_royleana,nutlet_size,2.4mm;1.7mm;1.7mm,4mm;4mm;3mm,
2026,Kobresia_royleana,plant_height,2cm;1.5mm;5cm;1.5mm;6cm;1mm;30cm;1mm,6cm;1.8mm;35cm;2.5mm;75cm;2.5mm;75cm;1.5mm,tall;tall;tall;slender
2027,Kobresia_schoenoides,inflorescence_length,1cm,4cm,
2028,Kobresia_schoenoides,inflorescence_width,0.2cm,1cm,
2029,Kobresia_schoenoides,leaf_width,1mm,2mm,
2030,Kobresia_schoenoides,nutlet_length,1.7mm,3.5mm,
2031,Kobresia_schoenoides,nutlet_width,1mm,2.1mm,
2032,Kobresia_schoenoides,plant_height,60cm;3cm;1mm,70cm;60cm;2.5mm,tall
2033,Kobresia_setschwanensis,inflorescence_length,1cm,3.5cm,
2034,Kobresia_setschwanensis,inflorescence_width,0.3cm,0.6cm,
2035,Kobresia_setschwanensis,leaf_width,1mm,2mm,
2036,Kobresia_setschwanensis,nutlet_length,2.1mm,3mm,
2037,Kobresia_setschwanensis,nutlet_width,1mm,1.3mm,
2038,Kobresia_setschwanensis,plant_height,20cm;5cm;0.7mm,40cm;20cm;1.3mm,slender
2039,Kobresia_sikkimensis,inflorescence_length,4cm,7cm,
2040,Kobresia_sikkimensis,inflorescence_width,1cm,2cm,
2041,Kobresia_sikkimensis,leaf_width,2.4mm,3mm,
2042,Kobresia_sikkimensis,nutlet_length,3mm,3.3mm,
2043,Kobresia_sikkimensis,nutlet_width,0.8mm,1.5mm,
2044,Kobresia_sikkimensis,plant_height,16cm,38cm,tall;1
2045,Kobresia_squamiformis,inflorescence_length,1cm,1.5cm,
2046,Kobresia_squamiformis,inflorescence_width,0.3cm,0.5cm,
2047,Kobresia_squamiformis,nutlet_length,2.3mm,2.5mm,
2048,Kobresia_squamiformis,nutlet_width,1.3mm,1.6mm,
2049,Kobresia_squamiformis,plant_height,9cm,16cm,tall;short;0.8
2050,Kobresia_tibetica,inflorescence_length,1cm,2.5cm,
2051,Kobresia_tibetica,inflorescence_width,0.3cm,0.4cm,
2052,Kobresia_tibetica,leaf_width,0.5mm,1mm,
2053,Kobresia_tibetica,nutlet_length,1.5mm,2.5mm,
2054,Kobresia_tibetica,nutlet_width,1mm,1.4mm,
2055,Kobresia_tibetica,plant_height,10cm;1mm,40cm;1.5mm,tall
2056,Kobresia_tunicata,leaf_width,1.5mm,3mm,
2057,Kobresia_tunicata,plant_height,20cm,25cm,tall;1.5
2058,Kobresia_uncinioides,inflorescence_length,2.5cm,7cm,
2059,Kobresia_uncinioides,inflorescence_width,0.8cm,1.7cm,
2060,Kobresia_uncinioides,leaf_width,2mm,4mm,
2061,Kobresia_uncinioides,nutlet_length,3.1mm,4.5mm,
2062,Kobresia_uncinioides,nutlet_width,0.8mm,1.4mm,
2063,Kobresia_uncinioides,plant_height,1.5cm;6cm;1mm,6cm;50cm;2.5mm,tall
2064,Kobresia_vaginosa,inflorescence_length,1.5cm;2cm,3cm;3.5cm,
2065,Kobresia_vaginosa,nutlet_length,3.5mm,4mm,
2066,Kobresia_vaginosa,nutlet_width,0.6mm,1.2mm,
2067,Kobresia_vaginosa,plant_height,3.5cm,10cm,tall;slender;0.5
2068,Kobresia_vidua,inflorescence_length,1cm;1.3cm,2.5cm;3.5cm,
2069,Kobresia_vidua,inflorescence_width,0.2cm;0.2cm,0.5cm;0.4cm,
2070,Kobresia_vidua,leaf_width,0.5mm,1.1mm,
2071,Kobresia_vidua,nutlet_length,1.6mm,3.5mm,
2072,Kobresia_vidua,nutlet_width,0.9mm,1.3mm,
2073,Kobresia_vidua,plant_height,1.5cm;1mm;3cm;0.8mm,3cm;2mm;20cm;1mm,tall;slender
2074,Kobresia_woodii,plant_height,24cm,28cm,tall;1
2075,Kobresia_yadongensis,nutlet_length,2.5mm,3mm,
2076,Kobresia_yadongensis,plant_height,0.5cm,4cm,dwarf;tall;0.5
2077,Kobresia_yangii,inflorescence_length,1cm,2cm,
2078,Kobresia_yangii,inflorescence_width,0.1cm,0.2cm,
2079,Kobresia_yangii,nutlet_size,1.5mm,2.5mm,
2080,Kobresia_yangii,plant_height,8cm,23cm,tall;slender;0.5
2081,Scirpus_chunianus,leaf_width,0.8cm,1.4cm,
2082,Scirpus_chunianus,plant_height,0.9m,1.5m,tall
2083,Scirpus_filipes,leaf_width,5mm,6mm,
2084,Scirpus_filipes,plant_height,70cm;25cm,100cm;100cm,tall;tall;tall;25
2085,Scirpus_hainanensis,leaf_width,3mm,5mm,
2086,Scirpus_hainanensis,plant_height,60cm,90cm,tall;slender
2087,Scirpus_karuisawensis,leaf_width,4mm,10mm,
2088,Scirpus_karuisawensis,plant_height,0.8m,1.5m,tall
2089,Scirpus_lushanensis,leaf_width,0.5cm,1.5cm,
2090,Scirpus_lushanensis,plant_height,1m,1.5m,tall
2091,Scirpus_maximowiczii,leaf_width,3mm;4mm,6mm;6mm,
2092,Scirpus_maximowiczii,nutlet_length,1.8mm,2mm,
2093,Scirpus_maximowiczii,plant_height,15cm,30cm,tall
2094,Scirpus_orientalis,leaf_width,4mm,15mm,
2095,Scirpus_orientalis,plant_height,0.6m;7mm,1.8m;12mm,tall
2096,Scirpus_paniculatocorymbosus,leaf_width,4mm,5mm,
2097,Scirpus_paniculatocorymbosus,plant_height,18cm,30cm,tall;slender
2098,Scirpus_radicans,leaf_width,7mm,10mm,
2099,Scirpus_radicans,plant_height,0.7m,1.5m,tall
2100,Scirpus_rosthornii,leaf_width,0.6cm,1.5cm,
2101,Scirpus_rosthornii,nutlet_size,0.6mm,0.7mm,
2102,Scirpus_rosthornii,plant_height,70cm,100cm,tall
2103,Scirpus_ternatanus,inflorescence_length,7cm,10cm,
2104,Scirpus_ternatanus,inflorescence_width,8cm,15cm,
2105,Scirpus_ternatanus,leaf_width,1cm,1.5cm,
2106,Scirpus_ternatanus,nutlet_size,0.7mm,1mm,
2107,Scirpus_ternatanus,plant_height,60cm,100cm,tall
2108,Scirpus_wichurae,inflorescence_length,7cm,10cm,
2109,Scirpus_wichurae,inflorescence_width,8cm,15cm,
2110,Scirpus_wichurae,leaf_width,1cm,1.5cm,
2111,Scirpus_wichurae,plant_height,60cm,100cm,tall
2112,Trichophorum_alpinum,inflorescence_length,4.5mm,5mm,
2113,Trichophorum_alpinum,nutlet_size,1mm,1.5mm,
2114,Trichophorum_alpinum,plant_height,20cm,30cm,tall
2115,Trichophorum_distigmaticum,inflorescence_width,2.5mm,3mm,
2116,Trichophorum_distigmaticum,leaf_width,0cm,1.8cm,
2117,Trichophorum_distigmaticum,plant_height,10cm,25cm,tall;slender
2118,Trichophorum_mattfeldianum,leaf_width,3mm;1cm,12mm;20cm,
2119,Trichophorum_mattfeldianum,plant_height,20cm,100cm,tall
2120,Trichophorum_pumilum,leaf_width,0.7cm,1.6cm,slender
2121,Trichophorum_pumilum,plant_height,5cm,15cm,tall;slender
2122,Trichophorum_schansiense,inflorescence_length,4mm,5mm,
2123,Trichophorum_schansiense,plant_height,5cm,40cm,tall;slender
2124,Trichophorum_subcapitatum,leaf_width,0.5cm,1.5cm,
2125,Trichophorum_subcapitatum,nutlet_size,2mm,3mm,
2126,Trichophorum_subcapitatum,plant_height,20cm;0.7mm,90cm;1mm,tall
2127,Blysmus_compressus,nutlet_size,,,2
2128,Blysmus_rufus,nutlet_length,,,3.5
2129,Blysmus_rufus,nutlet_width,,,1.5
2130,Blysmus_sinocompressus,nutlet_size,,,2
2131,Carex_adrienii,branch_count,,,single;binate;compound;2-6-branched
2132,Carex_aequialta,nutlet_size,,,2
2133,Carex_agglomerata,nutlet_size,,,2
